testfall_id,stufe,domaene,workflow,score_strukturell,score_semantisch,score_gesamt,syntax_gate,fk_gate,pk_rate,fk_referenzen_ungueltig,entitaet_f1,attribut_f1,beziehung_recall,abweichungen_total,abweichungen,fehlerklasse,begruendung
TC018,1,Kindertagesstätte,iw,0.0,0.5649122807017544,0.3389473684210526,0,1,1.0,0,0.6666666666666666,0.5789473684210527,0.3333333333333333,11,tabelle:staffs | attribut:children.notes | attribut:staffs.id | attribut:staffs.firstname | attribut:staffs.lastname | attribut:staffs.phone | attribut:staffs.hiredate | attribut:staffs.is_active | attribut:staffs.group_id | beziehung:groups → staffs | beziehung:staffs → groups,,
TC018,1,Kindertagesstätte,mad,0.0,0.543859649122807,0.3263157894736842,0,1,1.0,0,0.6666666666666666,0.5263157894736842,0.3333333333333333,12,tabelle:staffs | attribut:children.notes | attribut:groups.room | attribut:staffs.id | attribut:staffs.firstname | attribut:staffs.lastname | attribut:staffs.phone | attribut:staffs.hiredate | attribut:staffs.is_active | attribut:staffs.group_id | beziehung:groups → staffs | beziehung:staffs → groups,,
TC018,1,Kindertagesstätte,oa,1.0,0.5228070175438596,0.7136842105263157,1,1,1.0,0,0.6666666666666666,0.47368421052631576,0.3333333333333333,13,tabelle:staffs | attribut:children.notes | attribut:groups.room | attribut:groups.leader_staff_id | attribut:staffs.id | attribut:staffs.firstname | attribut:staffs.lastname | attribut:staffs.phone | attribut:staffs.hiredate | attribut:staffs.is_active | attribut:staffs.group_id | beziehung:groups → staffs | beziehung:staffs → groups,,
TC018,1,Kindertagesstätte,ps,0.0,0.5228070175438596,0.31368421052631573,0,1,1.0,0,0.6666666666666666,0.47368421052631576,0.3333333333333333,13,tabelle:staffs | attribut:children.notes | attribut:groups.age_range | attribut:groups.room | attribut:staffs.id | attribut:staffs.firstname | attribut:staffs.lastname | attribut:staffs.phone | attribut:staffs.hiredate | attribut:staffs.is_active | attribut:staffs.group_id | beziehung:groups → staffs | beziehung:staffs → groups,,
TC018,1,Kindertagesstätte,sa,0.0,0.5228070175438596,0.31368421052631573,0,1,1.0,0,0.6666666666666666,0.47368421052631576,0.3333333333333333,13,tabelle:staffs | attribut:groups.age_range | attribut:groups.room | attribut:children.notes | attribut:staffs.id | attribut:staffs.firstname | attribut:staffs.lastname | attribut:staffs.phone | attribut:staffs.hiredate | attribut:staffs.is_active | attribut:staffs.group_id | beziehung:groups → staffs | beziehung:staffs → groups,,
TC009,1,Reinigung,iw,1.0,0.58,0.748,1,1,1.0,0,0.6666666666666666,0.5333333333333333,0.5,9,tabelle:cleaning_jobs | attribut:locations.label | attribut:locations.access_note | attribut:cleaning_jobs.id | attribut:cleaning_jobs.location_id | attribut:cleaning_jobs.job_date | attribut:cleaning_jobs.status | attribut:cleaning_jobs.team_note | beziehung:cleaning_jobs → locations,,
TC009,1,Reinigung,mad,1.0,0.26666666666666666,0.56,1,1,1.0,0,0.3333333333333333,0.3333333333333333,0.0,14,tabelle:locations | tabelle:cleaning_jobs | attribut:locations.id | attribut:locations.customer_id | attribut:locations.label | attribut:locations.address | attribut:locations.access_note | attribut:cleaning_jobs.id | attribut:cleaning_jobs.location_id | attribut:cleaning_jobs.job_date | attribut:cleaning_jobs.status | attribut:cleaning_jobs.team_note | beziehung:cleaning_jobs → locations | beziehung:locations → customers,,
TC009,1,Reinigung,oa,1.0,0.58,0.748,1,1,1.0,0,0.6666666666666666,0.5333333333333333,0.5,9,tabelle:cleaning_jobs | attribut:locations.label | attribut:locations.access_note | attribut:cleaning_jobs.id | attribut:cleaning_jobs.location_id | attribut:cleaning_jobs.job_date | attribut:cleaning_jobs.status | attribut:cleaning_jobs.team_note | beziehung:cleaning_jobs → locations,,
TC009,1,Reinigung,ps,1.0,0.26666666666666666,0.56,1,1,1.0,0,0.3333333333333333,0.3333333333333333,0.0,14,tabelle:locations | tabelle:cleaning_jobs | attribut:locations.id | attribut:locations.customer_id | attribut:locations.label | attribut:locations.address | attribut:locations.access_note | attribut:cleaning_jobs.id | attribut:cleaning_jobs.location_id | attribut:cleaning_jobs.job_date | attribut:cleaning_jobs.status | attribut:cleaning_jobs.team_note | beziehung:cleaning_jobs → locations | beziehung:locations → customers,,
TC009,1,Reinigung,sa,1.0,0.26666666666666666,0.56,1,1,1.0,0,0.3333333333333333,0.3333333333333333,0.0,14,tabelle:locations | tabelle:cleaning_jobs | attribut:locations.id | attribut:locations.customer_id | attribut:locations.label | attribut:locations.address | attribut:locations.access_note | attribut:cleaning_jobs.id | attribut:cleaning_jobs.location_id | attribut:cleaning_jobs.job_date | attribut:cleaning_jobs.status | attribut:cleaning_jobs.team_note | beziehung:cleaning_jobs → locations | beziehung:locations → customers,,
TC023,1,Schreibwarengeschäft,iw,1.0,0.44166666666666665,0.665,1,1,1.0,0,0.6666666666666666,0.4375,0.0,12,tabelle:products | attribut:sales.product_id | attribut:sales.quantity | attribut:products.id | attribut:products.manufacturer_id | attribut:products.name | attribut:products.description | attribut:products.price | attribut:products.stock_quantity | attribut:products.is_active | beziehung:products → manufacturers | beziehung:sales → products,,
TC023,1,Schreibwarengeschäft,mad,1.0,0.44166666666666665,0.665,1,1,1.0,0,0.6666666666666666,0.4375,0.0,12,tabelle:products | attribut:sales.product_id | attribut:sales.quantity | attribut:products.id | attribut:products.manufacturer_id | attribut:products.name | attribut:products.description | attribut:products.price | attribut:products.stock_quantity | attribut:products.is_active | beziehung:products → manufacturers | beziehung:sales → products,,
TC023,1,Schreibwarengeschäft,oa,1.0,0.44166666666666665,0.665,1,1,1.0,0,0.6666666666666666,0.4375,0.0,12,tabelle:products | attribut:sales.product_id | attribut:sales.quantity | attribut:products.id | attribut:products.manufacturer_id | attribut:products.name | attribut:products.description | attribut:products.price | attribut:products.stock_quantity | attribut:products.is_active | beziehung:products → manufacturers | beziehung:sales → products,,
TC023,1,Schreibwarengeschäft,ps,1.0,0.44166666666666665,0.665,1,1,1.0,0,0.6666666666666666,0.4375,0.0,12,tabelle:products | attribut:sales.product_id | attribut:sales.quantity | attribut:products.id | attribut:products.manufacturer_id | attribut:products.name | attribut:products.description | attribut:products.price | attribut:products.stock_quantity | attribut:products.is_active | beziehung:products → manufacturers | beziehung:sales → products,,
TC023,1,Schreibwarengeschäft,sa,1.0,0.44166666666666665,0.665,1,1,1.0,0,0.6666666666666666,0.4375,0.0,12,tabelle:products | attribut:sales.product_id | attribut:sales.quantity | attribut:products.id | attribut:products.manufacturer_id | attribut:products.name | attribut:products.description | attribut:products.price | attribut:products.stock_quantity | attribut:products.is_active | beziehung:products → manufacturers | beziehung:sales → products,,
TC045,2,Personalverwaltung,iw,0.0,0.2566666666666667,0.15400000000000003,0,1,1.0,0,0.375,0.26666666666666666,0.0,32,tabelle:job_roles | tabelle:employees | tabelle:employee_projects | tabelle:employee_trainings | attribut:trainings.title | attribut:job_roles.id | attribut:job_roles.name | attribut:job_roles.description | attribut:employees.id | attribut:employees.firstname | attribut:employees.lastname | attribut:employees.email | attribut:employees.birthdate | attribut:employees.hiredate | attribut:employees.department_id | attribut:employees.job_role_id | attribut:employee_projects.id | attribut:employee_projects.employee_id | attribut:employee_projects.project_id | attribut:employee_projects.role_in_project | attribut:employee_projects.assignment_startdate | attribut:employee_trainings.id | attribut:employee_trainings.employee_id | attribut:employee_trainings.training_id | attribut:employee_trainings.participation_date | beziehung:departments → employees | beziehung:employee_projects → employees | beziehung:employee_projects → projects | beziehung:employee_trainings → employees | beziehung:employee_trainings → trainings | beziehung:employees → departments | beziehung:employees → job_roles,,
TC045,2,Personalverwaltung,mad,1.0,0.22008032128514055,0.5320481927710843,1,1,1.0,0,0.33333333333333326,0.21686746987951808,0.0,33,tabelle:job_roles | tabelle:employees | tabelle:employee_projects | tabelle:employee_trainings | attribut:departments.manager_employee_id | attribut:trainings.title | attribut:job_roles.id | attribut:job_roles.name | attribut:job_roles.description | attribut:employees.id | attribut:employees.firstname | attribut:employees.lastname | attribut:employees.email | attribut:employees.birthdate | attribut:employees.hiredate | attribut:employees.department_id | attribut:employees.job_role_id | attribut:employee_projects.id | attribut:employee_projects.employee_id | attribut:employee_projects.project_id | attribut:employee_projects.role_in_project | attribut:employee_projects.assignment_startdate | attribut:employee_trainings.id | attribut:employee_trainings.employee_id | attribut:employee_trainings.training_id | attribut:employee_trainings.participation_date | beziehung:departments → employees | beziehung:employee_projects → employees | beziehung:employee_projects → projects | beziehung:employee_trainings → employees | beziehung:employee_trainings → trainings | beziehung:employees → departments | beziehung:employees → job_roles,,
TC045,2,Personalverwaltung,oa,1.0,0.373015873015873,0.6238095238095238,1,1,1.0,0,0.5,0.3611111111111111,0.14285714285714285,27,tabelle:job_roles | tabelle:employee_projects | tabelle:employee_trainings | attribut:departments.manager_employee_id | attribut:employees.birthdate | attribut:employees.hiredate | attribut:employees.job_role_id | attribut:trainings.title | attribut:projects.enddate | attribut:job_roles.id | attribut:job_roles.name | attribut:job_roles.description | attribut:employee_projects.id | attribut:employee_projects.employee_id | attribut:employee_projects.project_id | attribut:employee_projects.role_in_project | attribut:employee_projects.assignment_startdate | attribut:employee_trainings.id | attribut:employee_trainings.employee_id | attribut:employee_trainings.training_id | attribut:employee_trainings.participation_date | beziehung:departments → employees | beziehung:employee_projects → employees | beziehung:employee_projects → projects | beziehung:employee_trainings → employees | beziehung:employee_trainings → trainings | beziehung:employees → job_roles,,
TC045,2,Personalverwaltung,ps,0.0,0.7384873949579833,0.44309243697479,0,1,1.0,0,0.7999999999999999,0.6176470588235294,0.8571428571428571,12,tabelle:job_roles | attribut:employees.firstname | attribut:employees.lastname | attribut:employees.hiredate | attribut:employees.job_role_id | attribut:trainings.title | attribut:employee_projects.role_in_project | attribut:employee_projects.assignment_startdate | attribut:job_roles.id | attribut:job_roles.name | attribut:job_roles.description | beziehung:employees → job_roles,,
TC045,2,Personalverwaltung,sa,0.0,0.7657142857142858,0.45942857142857146,0,1,1.0,0,0.7999999999999999,0.6857142857142857,0.8571428571428571,9,tabelle:job_roles | attribut:employees.job_role_id | attribut:trainings.title | attribut:employee_projects.role_in_project | attribut:employee_projects.assignment_startdate | attribut:job_roles.id | attribut:job_roles.name | attribut:job_roles.description | beziehung:employees → job_roles,,
TC047,2,Ticketsystem,iw,1.0,0.1394871794871795,0.48369230769230775,1,1,1.0,0,0.13333333333333333,0.2153846153846154,0.0,45,tabelle:reporters | tabelle:agents | tabelle:categories | tabelle:ticket_statuses | tabelle:priority_levels | tabelle:agent_tickets | tabelle:ticket_notes | attribut:tickets.category_id | attribut:tickets.resolved_at | attribut:reporters.id | attribut:reporters.firstname | attribut:reporters.lastname | attribut:reporters.email | attribut:reporters.department | attribut:agents.id | attribut:agents.firstname | attribut:agents.lastname | attribut:agents.email | attribut:agents.is_active | attribut:categories.id | attribut:categories.name | attribut:categories.description | attribut:ticket_statuses.id | attribut:ticket_statuses.name | attribut:ticket_statuses.is_closed | attribut:priority_levels.id | attribut:priority_levels.name | attribut:priority_levels.sort_order | attribut:agent_tickets.id | attribut:agent_tickets.agent_id | attribut:agent_tickets.ticket_id | attribut:agent_tickets.assigned_at | attribut:ticket_notes.id | attribut:ticket_notes.ticket_id | attribut:ticket_notes.agent_id | attribut:ticket_notes.note_text | attribut:ticket_notes.created_at | beziehung:agent_tickets → agents | beziehung:agent_tickets → tickets | beziehung:ticket_notes → agents | beziehung:ticket_notes → tickets | beziehung:tickets → categories | beziehung:tickets → priority_levels | beziehung:tickets → reporters | beziehung:tickets → ticket_statuses,,
TC047,2,Ticketsystem,mad,1.0,0.12093896713615024,0.47256338028169015,1,1,1.0,0,0.13333333333333333,0.16901408450704225,0.0,46,tabelle:reporters | tabelle:agents | tabelle:categories | tabelle:ticket_statuses | tabelle:priority_levels | tabelle:agent_tickets | tabelle:ticket_notes | attribut:tickets.category_id | attribut:tickets.title | attribut:tickets.resolved_at | attribut:reporters.id | attribut:reporters.firstname | attribut:reporters.lastname | attribut:reporters.email | attribut:reporters.department | attribut:agents.id | attribut:agents.firstname | attribut:agents.lastname | attribut:agents.email | attribut:agents.is_active | attribut:categories.id | attribut:categories.name | attribut:categories.description | attribut:ticket_statuses.id | attribut:ticket_statuses.name | attribut:ticket_statuses.is_closed | attribut:priority_levels.id | attribut:priority_levels.name | attribut:priority_levels.sort_order | attribut:agent_tickets.id | attribut:agent_tickets.agent_id | attribut:agent_tickets.ticket_id | attribut:agent_tickets.assigned_at | attribut:ticket_notes.id | attribut:ticket_notes.ticket_id | attribut:ticket_notes.agent_id | attribut:ticket_notes.note_text | attribut:ticket_notes.created_at | beziehung:agent_tickets → agents | beziehung:agent_tickets → tickets | beziehung:ticket_notes → agents | beziehung:ticket_notes → tickets | beziehung:tickets → categories | beziehung:tickets → priority_levels | beziehung:tickets → reporters | beziehung:tickets → ticket_statuses,,
TC047,2,Ticketsystem,oa,1.0,0.2066666666666667,0.524,1,1,1.0,0,0.26666666666666666,0.1875,0.125,44,tabelle:reporters | tabelle:agents | tabelle:categories | tabelle:ticket_statuses | tabelle:agent_tickets | tabelle:ticket_notes | attribut:priority_levels.name | attribut:priority_levels.sort_order | attribut:tickets.reporter_id | attribut:tickets.category_id | attribut:tickets.ticket_status_id | attribut:tickets.resolved_at | attribut:reporters.id | attribut:reporters.firstname | attribut:reporters.lastname | attribut:reporters.email | attribut:reporters.department | attribut:agents.id | attribut:agents.firstname | attribut:agents.lastname | attribut:agents.email | attribut:agents.is_active | attribut:categories.id | attribut:categories.name | attribut:categories.description | attribut:ticket_statuses.id | attribut:ticket_statuses.name | attribut:ticket_statuses.is_closed | attribut:agent_tickets.id | attribut:agent_tickets.agent_id | attribut:agent_tickets.ticket_id | attribut:agent_tickets.assigned_at | attribut:ticket_notes.id | attribut:ticket_notes.ticket_id | attribut:ticket_notes.agent_id | attribut:ticket_notes.note_text | attribut:ticket_notes.created_at | beziehung:agent_tickets → agents | beziehung:agent_tickets → tickets | beziehung:ticket_notes → agents | beziehung:ticket_notes → tickets | beziehung:tickets → categories | beziehung:tickets → reporters | beziehung:tickets → ticket_statuses,,
TC047,2,Ticketsystem,ps,1.0,0.12717948717948718,0.4763076923076923,1,1,1.0,0,0.13333333333333333,0.1846153846153846,0.0,46,tabelle:reporters | tabelle:agents | tabelle:categories | tabelle:ticket_statuses | tabelle:priority_levels | tabelle:agent_tickets | tabelle:ticket_notes | attribut:tickets.category_id | attribut:tickets.ticket_status_id | attribut:tickets.resolved_at | attribut:reporters.id | attribut:reporters.firstname | attribut:reporters.lastname | attribut:reporters.email | attribut:reporters.department | attribut:agents.id | attribut:agents.firstname | attribut:agents.lastname | attribut:agents.email | attribut:agents.is_active | attribut:categories.id | attribut:categories.name | attribut:categories.description | attribut:ticket_statuses.id | attribut:ticket_statuses.name | attribut:ticket_statuses.is_closed | attribut:priority_levels.id | attribut:priority_levels.name | attribut:priority_levels.sort_order | attribut:agent_tickets.id | attribut:agent_tickets.agent_id | attribut:agent_tickets.ticket_id | attribut:agent_tickets.assigned_at | attribut:ticket_notes.id | attribut:ticket_notes.ticket_id | attribut:ticket_notes.agent_id | attribut:ticket_notes.note_text | attribut:ticket_notes.created_at | beziehung:agent_tickets → agents | beziehung:agent_tickets → tickets | beziehung:ticket_notes → agents | beziehung:ticket_notes → tickets | beziehung:tickets → categories | beziehung:tickets → priority_levels | beziehung:tickets → reporters | beziehung:tickets → ticket_statuses,,
TC047,2,Ticketsystem,sa,1.0,0.333943661971831,0.6003661971830986,1,1,1.0,0,0.39999999999999997,0.3098591549295775,0.25,37,tabelle:reporters | tabelle:agents | tabelle:categories | tabelle:agent_tickets | tabelle:ticket_notes | attribut:ticket_statuses.is_closed | attribut:priority_levels.sort_order | attribut:tickets.category_id | attribut:tickets.resolved_at | attribut:reporters.id | attribut:reporters.firstname | attribut:reporters.lastname | attribut:reporters.email | attribut:reporters.department | attribut:agents.id | attribut:agents.firstname | attribut:agents.lastname | attribut:agents.email | attribut:agents.is_active | attribut:categories.id | attribut:categories.name | attribut:categories.description | attribut:agent_tickets.id | attribut:agent_tickets.agent_id | attribut:agent_tickets.ticket_id | attribut:agent_tickets.assigned_at | attribut:ticket_notes.id | attribut:ticket_notes.ticket_id | attribut:ticket_notes.agent_id | attribut:ticket_notes.note_text | attribut:ticket_notes.created_at | beziehung:agent_tickets → agents | beziehung:agent_tickets → tickets | beziehung:ticket_notes → agents | beziehung:ticket_notes → tickets | beziehung:tickets → categories | beziehung:tickets → reporters,,
TC048,2,Kundendienst,iw,1.0,0.24242424242424238,0.5454545454545454,1,1,1.0,0,0.33333333333333326,0.2727272727272727,0.0,40,tabelle:customer_products | tabelle:skills | tabelle:employee_skills | tabelle:service_requests | tabelle:employee_service_requests | attribut:products.product_type | attribut:employees.is_active | attribut:customer_products.id | attribut:customer_products.customer_id | attribut:customer_products.product_id | attribut:customer_products.serial_number | attribut:customer_products.purchase_date | attribut:skills.id | attribut:skills.name | attribut:skills.description | attribut:employee_skills.id | attribut:employee_skills.employee_id | attribut:employee_skills.skill_id | attribut:service_requests.id | attribut:service_requests.customer_id | attribut:service_requests.customer_product_id | attribut:service_requests.received_at | attribut:service_requests.subject | attribut:service_requests.description | attribut:service_requests.priority | attribut:service_requests.status | attribut:service_requests.resolution_text | attribut:service_requests.resolved_at | attribut:employee_service_requests.id | attribut:employee_service_requests.employee_id | attribut:employee_service_requests.service_request_id | attribut:employee_service_requests.assigned_at | beziehung:customer_products → customers | beziehung:customer_products → products | beziehung:employee_service_requests → employees | beziehung:employee_service_requests → service_requests | beziehung:employee_skills → employees | beziehung:employee_skills → skills | beziehung:service_requests → customer_products | beziehung:service_requests → customers,,
TC048,2,Kundendienst,mad,1.0,0.21565217391304348,0.5293913043478261,1,1,1.0,0,0.3,0.2391304347826087,0.0,41,tabelle:customer_products | tabelle:skills | tabelle:employee_skills | tabelle:service_requests | tabelle:employee_service_requests | attribut:products.product_type | attribut:customers.customer_type | attribut:employees.is_active | attribut:customer_products.id | attribut:customer_products.customer_id | attribut:customer_products.product_id | attribut:customer_products.serial_number | attribut:customer_products.purchase_date | attribut:skills.id | attribut:skills.name | attribut:skills.description | attribut:employee_skills.id | attribut:employee_skills.employee_id | attribut:employee_skills.skill_id | attribut:service_requests.id | attribut:service_requests.customer_id | attribut:service_requests.customer_product_id | attribut:service_requests.received_at | attribut:service_requests.subject | attribut:service_requests.description | attribut:service_requests.priority | attribut:service_requests.status | attribut:service_requests.resolution_text | attribut:service_requests.resolved_at | attribut:employee_service_requests.id | attribut:employee_service_requests.employee_id | attribut:employee_service_requests.service_request_id | attribut:employee_service_requests.assigned_at | beziehung:customer_products → customers | beziehung:customer_products → products | beziehung:employee_service_requests → employees | beziehung:employee_service_requests → service_requests | beziehung:employee_skills → employees | beziehung:employee_skills → skills | beziehung:service_requests → customer_products | beziehung:service_requests → customers,,
TC048,2,Kundendienst,oa,1.0,0.25140845070422535,0.5508450704225352,1,1,1.0,0,0.375,0.2535211267605634,0.0,43,tabelle:customer_products | tabelle:skills | tabelle:employee_skills | tabelle:service_requests | tabelle:employee_service_requests | attribut:employees.firstname | attribut:employees.lastname | attribut:employees.email | attribut:employees.is_active | attribut:customers.customer_type | attribut:customer_products.id | attribut:customer_products.customer_id | attribut:customer_products.product_id | attribut:customer_products.serial_number | attribut:customer_products.purchase_date | attribut:skills.id | attribut:skills.name | attribut:skills.description | attribut:employee_skills.id | attribut:employee_skills.employee_id | attribut:employee_skills.skill_id | attribut:service_requests.id | attribut:service_requests.customer_id | attribut:service_requests.customer_product_id | attribut:service_requests.received_at | attribut:service_requests.subject | attribut:service_requests.description | attribut:service_requests.priority | attribut:service_requests.status | attribut:service_requests.resolution_text | attribut:service_requests.resolved_at | attribut:employee_service_requests.id | attribut:employee_service_requests.employee_id | attribut:employee_service_requests.service_request_id | attribut:employee_service_requests.assigned_at | beziehung:customer_products → customers | beziehung:customer_products → products | beziehung:employee_service_requests → employees | beziehung:employee_service_requests → service_requests | beziehung:employee_skills → employees | beziehung:employee_skills → skills | beziehung:service_requests → customer_products | beziehung:service_requests → customers,,
TC048,2,Kundendienst,ps,1.0,0.2643478260869565,0.5586086956521739,1,1,1.0,0,0.39999999999999997,0.2608695652173913,0.0,43,tabelle:customer_products | tabelle:skills | tabelle:employee_skills | tabelle:service_requests | tabelle:employee_service_requests | attribut:employees.firstname | attribut:employees.lastname | attribut:employees.email | attribut:employees.is_active | attribut:customers.customer_type | attribut:customer_products.id | attribut:customer_products.customer_id | attribut:customer_products.product_id | attribut:customer_products.serial_number | attribut:customer_products.purchase_date | attribut:skills.id | attribut:skills.name | attribut:skills.description | attribut:employee_skills.id | attribut:employee_skills.employee_id | attribut:employee_skills.skill_id | attribut:service_requests.id | attribut:service_requests.customer_id | attribut:service_requests.customer_product_id | attribut:service_requests.received_at | attribut:service_requests.subject | attribut:service_requests.description | attribut:service_requests.priority | attribut:service_requests.status | attribut:service_requests.resolution_text | attribut:service_requests.resolved_at | attribut:employee_service_requests.id | attribut:employee_service_requests.employee_id | attribut:employee_service_requests.service_request_id | attribut:employee_service_requests.assigned_at | beziehung:customer_products → customers | beziehung:customer_products → products | beziehung:employee_service_requests → employees | beziehung:employee_service_requests → service_requests | beziehung:employee_skills → employees | beziehung:employee_skills → skills | beziehung:service_requests → customer_products | beziehung:service_requests → customers,,
TC048,2,Kundendienst,sa,1.0,0.26,0.556,1,1,1.0,0,0.375,0.275,0.0,41,tabelle:customer_products | tabelle:skills | tabelle:employee_skills | tabelle:service_requests | tabelle:employee_service_requests | attribut:employees.is_active | attribut:customers.customer_type | attribut:products.product_type | attribut:customer_products.id | attribut:customer_products.customer_id | attribut:customer_products.product_id | attribut:customer_products.serial_number | attribut:customer_products.purchase_date | attribut:skills.id | attribut:skills.name | attribut:skills.description | attribut:employee_skills.id | attribut:employee_skills.employee_id | attribut:employee_skills.skill_id | attribut:service_requests.id | attribut:service_requests.customer_id | attribut:service_requests.customer_product_id | attribut:service_requests.received_at | attribut:service_requests.subject | attribut:service_requests.description | attribut:service_requests.priority | attribut:service_requests.status | attribut:service_requests.resolution_text | attribut:service_requests.resolved_at | attribut:employee_service_requests.id | attribut:employee_service_requests.employee_id | attribut:employee_service_requests.service_request_id | attribut:employee_service_requests.assigned_at | beziehung:customer_products → customers | beziehung:customer_products → products | beziehung:employee_service_requests → employees | beziehung:employee_service_requests → service_requests | beziehung:employee_skills → employees | beziehung:employee_skills → skills | beziehung:service_requests → customer_products | beziehung:service_requests → customers,,
TC074,3,Rechtskanzlei,iw,1.0,0.15143992833949166,0.490863957003695,1,1,1.0,0,0.20512820512820512,0.14847161572052403,0.05,97,tabelle:practice_areas | tabelle:parties | tabelle:staff_members | tabelle:cases | tabelle:case_parties | tabelle:case_staff_members | tabelle:court_proceedings | tabelle:notes | tabelle:hearings | tabelle:hearing_staff_members | attribut:documents.case_id | attribut:documents.created_by_staff_member_id | attribut:documents.document_date | attribut:documents.note | attribut:courts.name | attribut:courts.city | attribut:invoices.case_id | attribut:deadlines.case_id | attribut:deadlines.due_date | attribut:deadlines.note | attribut:practice_areas.id | attribut:practice_areas.name | attribut:practice_areas.description | attribut:parties.id | attribut:parties.name | attribut:parties.party_type | attribut:parties.email | attribut:parties.phone | attribut:parties.address | attribut:parties.is_active | attribut:staff_members.id | attribut:staff_members.firstname | attribut:staff_members.lastname | attribut:staff_members.role | attribut:staff_members.email | attribut:staff_members.phone | attribut:staff_members.is_active | attribut:cases.id | attribut:cases.title | attribut:cases.description | attribut:cases.opened_date | attribut:cases.closed_date | attribut:cases.status | attribut:cases.reference_number | attribut:cases.practice_area_id | attribut:cases.lead_staff_member_id | attribut:case_parties.id | attribut:case_parties.case_id | attribut:case_parties.party_id | attribut:case_parties.party_role | attribut:case_staff_members.id | attribut:case_staff_members.case_id | attribut:case_staff_members.staff_member_id | attribut:case_staff_members.assignment_role | attribut:case_staff_members.assigned_from | attribut:case_staff_members.assigned_to | attribut:court_proceedings.id | attribut:court_proceedings.case_id | attribut:court_proceedings.court_id | attribut:court_proceedings.file_number | attribut:court_proceedings.instance | attribut:court_proceedings.start_date | attribut:court_proceedings.end_date | attribut:court_proceedings.status | attribut:notes.id | attribut:notes.case_id | attribut:notes.staff_member_id | attribut:notes.content | attribut:notes.created_at | attribut:hearings.id | attribut:hearings.court_proceeding_id | attribut:hearings.hearing_type | attribut:hearings.scheduled_at | attribut:hearings.location | attribut:hearings.status | attribut:hearing_staff_members.id | attribut:hearing_staff_members.hearing_id | attribut:hearing_staff_members.staff_member_id | beziehung:case_parties → cases | beziehung:case_parties → parties | beziehung:case_staff_members → cases | beziehung:case_staff_members → staff_members | beziehung:cases → practice_areas | beziehung:cases → staff_members | beziehung:court_proceedings → cases | beziehung:court_proceedings → courts | beziehung:deadlines → cases | beziehung:deadlines → staff_members | beziehung:documents → cases | beziehung:documents → staff_members | beziehung:hearing_staff_members → hearings | beziehung:hearing_staff_members → staff_members | beziehung:hearings → court_proceedings | beziehung:invoices → cases | beziehung:invoices → parties | beziehung:notes → cases | beziehung:notes → staff_members,,
